"Country or Area Code";"Country or Area";"Year";"Value";"Value Footnotes"
"HND";"Honduras";"1993";"53.5";"5"
"HND";"Honduras";"1992";"51.8";"5"
"HND";"Honduras";"1991";"51.9";"5"
"HND";"Honduras";"1990";"57.4";"6"
"HND";"Honduras";"1989";"59.5";"6"
"HUN";"Hungary";"2015";"30.4";"5"
"HUN";"Hungary";"2014";"30.9";"5"
"HUN";"Hungary";"2013";"31.5";"5"
"HUN";"Hungary";"2012";"30.8";"5"
"HUN";"Hungary";"2011";"29.2";"5"
"HUN";"Hungary";"2010";"29.4";"5"
"HUN";"Hungary";"2009";"27";"5"
"HUN";"Hungary";"2008";"27.5";"5"
"HUN";"Hungary";"2007";"27.9";"5"
"HUN";"Hungary";"2006";"28.3";"5"
"HUN";"Hungary";"2005";"34.7";"5"
"HUN";"Hungary";"2004";"29.9";"5"
"HUN";"Hungary";"1993";"27.9";"6"
"HUN";"Hungary";"1989";"25";"6"
"HUN";"Hungary";"1987";"21";"6"
"ISL";"Iceland";"2014";"25.6";"5"
"ISL";"Iceland";"2013";"25.4";"5"
"ISL";"Iceland";"2012";"26.8";"5"
"ISL";"Iceland";"2011";"26.8";"5"
"ISL";"Iceland";"2010";"26.2";"5"
"ISL";"Iceland";"2009";"28.7";"5"
"ISL";"Iceland";"2008";"31.8";"5"
"ISL";"Iceland";"2007";"29.5";"5"
"ISL";"Iceland";"2006";"30.2";"5"
"ISL";"Iceland";"2005";"29";"5"
"ISL";"Iceland";"2004";"28";"5"
"ISL";"Iceland";"2003";"26.8";"5"
"IND";"India";"2011";"35.1";"10"
"IDN";"Indonesia";"2013";"39.5";"10"
"IRN";"Iran";"2014";"38.8";"1"
"IRN";"Iran";"2013";"37.4";"1"
"IRN";"Iran";"2009";"42.1";"1"
"IRN";"Iran";"2006";"44.8";"1"
"IRN";"Iran";"2005";"43.6";"1"
"IRN";"Iran";"1998";"44.1";"2"
"IRN";"Iran";"1994";"43";"2"
"IRN";"Iran";"1990";"43.6";"2"
"IRN";"Iran";"1986";"47.4";"2"
"IRQ";"Iraq";"2012";"29.5";"8"
"IRQ";"Iraq";"2006";"28.6";"8"
"IRL";"Ireland";"2014";"31.9";"5"
"IRL";"Ireland";"2013";"33.5";"5"
"IRL";"Ireland";"2012";"33.2";"5"
"IRL";"Ireland";"2011";"32.9";"5"
"IRL";"Ireland";"2010";"32.3";"5"
"IRL";"Ireland";"2009";"32.7";"5"
"IRL";"Ireland";"2008";"30.9";"5"
"IRL";"Ireland";"2007";"31.9";"5"
"IRL";"Ireland";"2006";"32.7";"5"
"IRL";"Ireland";"2005";"33.7";"5"
"IRL";"Ireland";"2004";"33.6";"5"
"IRL";"Ireland";"2003";"32.9";"5"
"ISR";"Israel";"2012";"41.4";"5"
"ISR";"Israel";"2010";"42.5";"5"
"ISR";"Israel";"2007";"41";"5"
"ISR";"Israel";"2005";"41.7";"5"
"ISR";"Israel";"2001";"38.9";"5"
"ISR";"Israel";"1997";"38.1";"5"
"ISR";"Israel";"1992";"35.5";"5"
"ISR";"Israel";"1986";"36.5";"5"
"ISR";"Israel";"1979";"36.3";"5"
"ITA";"Italy";"2014";"34.7";"5"
"ITA";"Italy";"2013";"34.9";"5"
"ITA";"Italy";"2012";"35.2";"5"
"ITA";"Italy";"2011";"35.1";"5"
"ITA";"Italy";"2010";"34.7";"5"
"ITA";"Italy";"2009";"33.8";"5"
"ITA";"Italy";"2008";"33.8";"5"
"ITA";"Italy";"2007";"32.9";"5"
"ITA";"Italy";"2006";"33.7";"5"
"ITA";"Italy";"2005";"33.8";"5"
"ITA";"Italy";"2004";"34.3";"5"
"ITA";"Italy";"2003";"34.9";"5"
"JAM";"Jamaica";"2004";"45.5";"1"
"JAM";"Jamaica";"2002";"48.3";"1"
"JAM";"Jamaica";"1999";"44.1";"1"
"JAM";"Jamaica";"1996";"40.4";"1"
"JAM";"Jamaica";"1993";"35.7";"2"
"JAM";"Jamaica";"1990";"41.1";"1"
"JAM";"Jamaica";"1988";"43.2";"2"
"JPN";"Japan";"2008";"32.1";"5"
"JOR";"Jordan";"2010";"33.7";"8"
"JOR";"Jordan";"2008";"32.6";"8"
"JOR";"Jordan";"2006";"33.9";"8"
"JOR";"Jordan";"2002";"37";"8"
"JOR";"Jordan";"1997";"36.4";"9"
"JOR";"Jordan";"1992";"43.4";"9"
"JOR";"Jordan";"1986";"36.1";"9"
"KAZ";"Kazakhstan";"2015";"26.9";"1"
"KAZ";"Kazakhstan";"2014";"27";"1"
"KAZ";"Kazakhstan";"2013";"27.1";"1"
"KAZ";"Kazakhstan";"2012";"28.1";"1"
"KAZ";"Kazakhstan";"2011";"28";"1"
"KAZ";"Kazakhstan";"2010";"28";"1"
"KAZ";"Kazakhstan";"2009";"28.2";"1"
"KAZ";"Kazakhstan";"2008";"28.5";"1"
"KAZ";"Kazakhstan";"2007";"30.1";"1"
"KAZ";"Kazakhstan";"2006";"30.3";"1"
"KAZ";"Kazakhstan";"2005";"39.9";"1"
"KAZ";"Kazakhstan";"2004";"32";"1"
"KAZ";"Kazakhstan";"2003";"33.8";"1"
"KAZ";"Kazakhstan";"2002";"34.9";"1"
"KAZ";"Kazakhstan";"2001";"36";"1"
"KAZ";"Kazakhstan";"1996";"35.4";"1"
"KEN";"Kenya";"2005";"48.5";"1"
"KEN";"Kenya";"1997";"46.3";"1"
"KEN";"Kenya";"1994";"43.9";"1"
"KEN";"Kenya";"1992";"57.5";"2"
"KIR";"Kiribati";"2006";"37";"1"
"KOR";"Korea";"2012";"31.6";"5"
"KOR";"Korea";"2010";"32";"5"
"KOR";"Korea";"2008";"32.3";"5"
"KOR";"Korea";"2006";"31.7";"5"
"XKX";"Kosovo";"2015";"26.4";"8"
"XKX";"Kosovo";"2014";"27.3";"8"
"XKX";"Kosovo";"2013";"26.3";"8"
"XKX";"Kosovo";"2012";"29";"8"
"XKX";"Kosovo";"2011";"27.8";"8"
"XKX";"Kosovo";"2010";"33.3";"8"
"XKX";"Kosovo";"2009";"31.8";"8"
"XKX";"Kosovo";"2006";"30.3";"8"
"XKX";"Kosovo";"2005";"31.2";"8"
"XKX";"Kosovo";"2003";"29";"8"
"KGZ";"Kyrgyz Republic";"2016";"26.8";"1"
"KGZ";"Kyrgyz Republic";"2015";"29";"1"
"KGZ";"Kyrgyz Republic";"2014";"26.8";"1"
"KGZ";"Kyrgyz Republic";"2013";"28.8";"1"
"KGZ";"Kyrgyz Republic";"2012";"27.4";"1"
"KGZ";"Kyrgyz Republic";"2011";"27.8";"1"
"KGZ";"Kyrgyz Republic";"2010";"30.1";"1"
"KGZ";"Kyrgyz Republic";"2009";"29.9";"1"
"KGZ";"Kyrgyz Republic";"2008";"31.5";"1"
"KGZ";"Kyrgyz Republic";"2007";"33.9";"1"
"KGZ";"Kyrgyz Republic";"2006";"37.4";"1"
"KGZ";"Kyrgyz Republic";"2005";"32.6";"1"
"KGZ";"Kyrgyz Republic";"2004";"34.8";"1"
"KGZ";"Kyrgyz Republic";"2003";"28.7";"1"
"KGZ";"Kyrgyz Republic";"2002";"30.3";"1"
"KGZ";"Kyrgyz Republic";"2001";"30.2";"1"
"KGZ";"Kyrgyz Republic";"2000";"31";"1"
"KGZ";"Kyrgyz Republic";"1998";"46.4";"1"
"LAO";"Lao PDR";"2012";"36.4";"1"
"LAO";"Lao PDR";"2007";"35.4";"1"
"LAO";"Lao PDR";"2002";"32.6";"1"
"LAO";"Lao PDR";"1997";"34.9";"1"
"LAO";"Lao PDR";"1992";"34.3";"1"
"LVA";"Latvia";"2015";"34.2";"5"
"LVA";"Latvia";"2014";"35.1";"5"
"LVA";"Latvia";"2013";"35.5";"5"
"LVA";"Latvia";"2012";"35.2";"5"
"LVA";"Latvia";"2011";"35.8";"5"
"LVA";"Latvia";"2010";"35";"5"
"LVA";"Latvia";"2009";"35.9";"5"
"LVA";"Latvia";"2008";"37.2";"5"
"LVA";"Latvia";"2007";"37.5";"5"
"LVA";"Latvia";"2006";"35.6";"5"
"LVA";"Latvia";"2005";"39";"5"
"LVA";"Latvia";"2004";"36.4";"5"
"LVA";"Latvia";"1996";"31.6";"6"
"LVA";"Latvia";"1995";"31";"6"
"LVA";"Latvia";"1993";"27";"6"
"LBN";"Lebanon";"2011";"31.8";"8"
"LSO";"Lesotho";"2010";"54.2";"1"
"LSO";"Lesotho";"2002";"51.6";"1"
"LSO";"Lesotho";"1994";"63.2";"1"
"LSO";"Lesotho";"1986";"56";"2"
"LBR";"Liberia";"2014";"33.2";"1"
"LBR";"Liberia";"2007";"36.5";"1"
"LTU";"Lithuania";"2015";"37.4";"5"
"LTU";"Lithuania";"2014";"37.7";"5"
"LTU";"Lithuania";"2013";"35.3";"5"
"LTU";"Lithuania";"2012";"35.1";"5"
"LTU";"Lithuania";"2011";"32.5";"5"
"LTU";"Lithuania";"2010";"33.6";"5"
"LTU";"Lithuania";"2009";"37.2";"5"
"LTU";"Lithuania";"2008";"35.7";"5"
"LTU";"Lithuania";"2007";"34.8";"5"
"LTU";"Lithuania";"2006";"34.4";"5"
"LTU";"Lithuania";"2005";"35.3";"5"
"LTU";"Lithuania";"2004";"37";"5"
"LTU";"Lithuania";"1993";"33.6";"6"
"LUX";"Luxembourg";"2014";"31.2";"5"
"LUX";"Luxembourg";"2013";"32";"5"
"LUX";"Luxembourg";"2012";"34.3";"5"
"LUX";"Luxembourg";"2011";"32.1";"5"
"LUX";"Luxembourg";"2010";"30.5";"5"
"LUX";"Luxembourg";"2009";"31.2";"5"
"LUX";"Luxembourg";"2008";"32.6";"5"
"LUX";"Luxembourg";"2007";"31.1";"5"
"LUX";"Luxembourg";"2006";"30.9";"5"
"LUX";"Luxembourg";"2005";"30.8";"5"
"LUX";"Luxembourg";"2004";"30.2";"5"
"LUX";"Luxembourg";"2003";"30.2";"5"
"MKD";"Macedonia";"2014";"35.6";"5"
"MKD";"Macedonia";"2013";"36.9";"5"
"MKD";"Macedonia";"2012";"38.5";"5"
"MKD";"Macedonia";"2011";"40.1";"5"
"MKD";"Macedonia";"2010";"40.2";"5"
"MDG";"Madagascar";"2012";"42.6";"1"
"MDG";"Madagascar";"2010";"42.4";"1"
"MDG";"Madagascar";"2005";"39.9";"1"
"MDG";"Madagascar";"2001";"47.4";"1"
"MDG";"Madagascar";"1999";"38.6";"1"
"MDG";"Madagascar";"1997";"39.5";"1"
"MDG";"Madagascar";"1993";"45.3";"1"
"MDG";"Madagascar";"1980";"46.8";"2"
"MWI";"Malawi";"2010";"45.5";"1"
"MWI";"Malawi";"2004";"39.9";"1"
"MWI";"Malawi";"1997";"65.8";"1"
"MYS";"Malaysia";"2009";"46.3";"5"
"MYS";"Malaysia";"2007";"46.1";"5"
"MYS";"Malaysia";"2004";"46.1";"5"
"MYS";"Malaysia";"1997";"49.1";"6"
"MYS";"Malaysia";"1995";"48.5";"6"
"MYS";"Malaysia";"1992";"47.7";"6"
"MYS";"Malaysia";"1989";"46.2";"6"
"MYS";"Malaysia";"1987";"47";"6"
"MYS";"Malaysia";"1984";"48.6";"6"
"MDV";"Maldives";"2009";"38.4";"1"
"MDV";"Maldives";"2002";"41.3";"1"
"MLI";"Mali";"2009";"33";"1"
"MLI";"Mali";"2006";"38.9";"1"
"MLI";"Mali";"2001";"39.9";"1"
"MLI";"Mali";"1994";"50.4";"1"
"MLT";"Malta";"2014";"29";"5"
"MLT";"Malta";"2013";"28.8";"5"
"MLT";"Malta";"2012";"29.4";"5"
"MLT";"Malta";"2011";"29.1";"5"
"MLT";"Malta";"2010";"29";"5"
"MLT";"Malta";"2009";"30.2";"5"
"MLT";"Malta";"2008";"29";"5"
"MLT";"Malta";"2007";"29.2";"5"
"MLT";"Malta";"2006";"28";"5"
"MRT";"Mauritania";"2014";"32.6";"1"
"MRT";"Mauritania";"2008";"35.7";"1"
"MRT";"Mauritania";"2004";"40.2";"1"
"MRT";"Mauritania";"2000";"39";"1"
"MRT";"Mauritania";"1995";"37.7";"1"
"MRT";"Mauritania";"1993";"50.1";"2"
"MRT";"Mauritania";"1987";"43.9";"2"
"MUS";"Mauritius";"2012";"35.8";"1"
"MUS";"Mauritius";"2006";"35.7";"1"
"MEX";"Mexico";"2016";"43.4";"1"
"MEX";"Mexico";"2014";"45.8";"1"
"MEX";"Mexico";"2012";"45.4";"1"
"MEX";"Mexico";"2010";"45.3";"1"
"MEX";"Mexico";"2008";"44.6";"1"
"MEX";"Mexico";"2006";"47.7";"1"
"MEX";"Mexico";"2005";"48.9";"1"
"MEX";"Mexico";"2004";"48.3";"1"
"MEX";"Mexico";"2002";"49";"1"
"MEX";"Mexico";"2000";"51.4";"1"
"MEX";"Mexico";"1998";"48.7";"1"
"MEX";"Mexico";"1996";"48.2";"1"
"MEX";"Mexico";"1994";"50.3";"1"
"MEX";"Mexico";"1992";"49.6";"1"
"MEX";"Mexico";"1984";"48.9";"1"
"FSM";"Micronesia";"2013";"40.1";"1"
"FSM";"Micronesia";"2005";"42.4";"1"
"MDA";"Moldova";"2016";"26.3";"1"
"MDA";"Moldova";"2015";"27";"1"
"MDA";"Moldova";"2014";"26.8";"1"
"MDA";"Moldova";"2013";"28.5";"1"
"MDA";"Moldova";"2012";"29.2";"1"
"MDA";"Moldova";"2011";"30.6";"1"
"MDA";"Moldova";"2010";"32.1";"1"
"MDA";"Moldova";"2009";"32.9";"1"
"MDA";"Moldova";"2008";"34.7";"1"
"MDA";"Moldova";"2007";"34.4";"1"
"MDA";"Moldova";"2006";"35.4";"1"
"MDA";"Moldova";"2005";"36.3";"2"
"MDA";"Moldova";"2004";"35";"1"
"MDA";"Moldova";"2003";"34.9";"1"
"MDA";"Moldova";"2002";"35.8";"1"
"MDA";"Moldova";"2001";"38";"1"
"MDA";"Moldova";"2000";"36.4";"1"
"MDA";"Moldova";"1999";"42.6";"1"
"MDA";"Moldova";"1998";"39.5";"1"
"MDA";"Moldova";"1997";"36.9";"1"
"MNG";"Mongolia";"2016";"32.3";"1"
"MNG";"Mongolia";"2014";"32";"1"
"MNG";"Mongolia";"2012";"33.8";"1"
"MNG";"Mongolia";"2011";"33.9";"1"
"MNG";"Mongolia";"2010";"33.1";"1"
"MNG";"Mongolia";"2007";"35.8";"1"
"MNG";"Mongolia";"2002";"32.9";"1"
"MNG";"Mongolia";"1998";"30.3";"2"
"MNG";"Mongolia";"1995";"33.2";"2"
"MNE";"Montenegro";"2014";"31.9";"1"
"MNE";"Montenegro";"2013";"32.4";"1"
"MNE";"Montenegro";"2012";"32.3";"1"
"MNE";"Montenegro";"2011";"30.8";"1"
"MNE";"Montenegro";"2010";"28.9";"1"
"MNE";"Montenegro";"2009";"31";"1"
"MNE";"Montenegro";"2008";"30.5";"1"
"MNE";"Montenegro";"2007";"31.4";"1"
"MNE";"Montenegro";"2006";"30";"1"
"MNE";"Montenegro";"2005";"30.2";"1"
"MAR";"Morocco";"2006";"40.7";"1"
"MAR";"Morocco";"2000";"40.6";"1"
"MAR";"Morocco";"1998";"39.5";"2"
"MAR";"Morocco";"1990";"39.2";"2"
"MAR";"Morocco";"1984";"39.2";"2"
"MOZ";"Mozambique";"2014";"54";"1"
"MOZ";"Mozambique";"2008";"45.6";"1"
"MOZ";"Mozambique";"2002";"47";"1"
"MOZ";"Mozambique";"1996";"53.6";"1"
"MMR";"Myanmar";"2015";"38.1";"8"
"NAM";"Namibia";"2009";"61";"1"
"NAM";"Namibia";"2003";"63.3";"1"
"NPL";"Nepal";"2010";"32.8";"1"
"NPL";"Nepal";"2003";"43.8";"1"
"NPL";"Nepal";"1995";"35.2";"1"
"NLD";"Netherlands";"2015";"29.3";"5"
"NLD";"Netherlands";"2014";"28.6";"5"
"NLD";"Netherlands";"2013";"28.1";"5"
"NLD";"Netherlands";"2012";"27.6";"5"
"NLD";"Netherlands";"2011";"27.7";"5"
"NLD";"Netherlands";"2010";"27.8";"5"
"NLD";"Netherlands";"2009";"27.9";"5"
"NLD";"Netherlands";"2008";"29.3";"5"
"NLD";"Netherlands";"2007";"29.6";"5"
"NLD";"Netherlands";"2006";"30";"5"
"NLD";"Netherlands";"2005";"29";"5"
"NLD";"Netherlands";"2004";"29.8";"5"
"NIC";"Nicaragua";"2014";"46.2";"5"
"NIC";"Nicaragua";"2009";"43.9";"5"
"NIC";"Nicaragua";"2005";"48.8";"5"
"NIC";"Nicaragua";"2001";"52.9";"5"
"NIC";"Nicaragua";"1998";"54.4";"5"
"NIC";"Nicaragua";"1993";"57.4";"5"
"NER";"Niger";"2014";"34.3";"1"
"NER";"Niger";"2011";"31.5";"1"
"NER";"Niger";"2007";"37.3";"1"
"NER";"Niger";"2005";"44.4";"1"
"NER";"Niger";"1994";"41.5";"1"
"NER";"Niger";"1992";"36.1";"2"
"NGA";"Nigeria";"2009";"43";"1"
"NGA";"Nigeria";"2003";"40.1";"1"
"NGA";"Nigeria";"1996";"51.9";"1"
"NGA";"Nigeria";"1992";"45";"1"
"NGA";"Nigeria";"1985";"38.7";"2"
"NOR";"Norway";"2015";"27.5";"5"
"NOR";"Norway";"2014";"26.8";"5"
"NOR";"Norway";"2013";"26.4";"5"
"NOR";"Norway";"2012";"25.7";"5"
"NOR";"Norway";"2011";"25.3";"5"
"NOR";"Norway";"2010";"25.7";"5"
"NOR";"Norway";"2009";"26.2";"5"
"NOR";"Norway";"2008";"27";"5"
"NOR";"Norway";"2007";"27.1";"5"
"NOR";"Norway";"2006";"26.4";"5"
"NOR";"Norway";"2005";"30.6";"5"
"NOR";"Norway";"2004";"31.6";"5"
"NOR";"Norway";"2003";"27.6";"5"
"PAK";"Pakistan";"2013";"30.7";"1"
"PAK";"Pakistan";"2011";"30.9";"1"
"PAK";"Pakistan";"2010";"29.8";"1"
"PAK";"Pakistan";"2007";"31.6";"1"
"PAK";"Pakistan";"2005";"32.7";"1"
"PAK";"Pakistan";"2004";"32.5";"1"
"PAK";"Pakistan";"2001";"30.4";"1"
"PAK";"Pakistan";"1998";"33.1";"1"
"PAK";"Pakistan";"1996";"28.7";"1"
"PAK";"Pakistan";"1990";"33.2";"1"
"PAK";"Pakistan";"1987";"33.3";"1"
"PAN";"Panama";"2016";"50.4";"5"
"PAN";"Panama";"2015";"50.8";"5"
"PAN";"Panama";"2014";"50.6";"5"
"PAN";"Panama";"2013";"51.5";"5"
"PAN";"Panama";"2012";"51.8";"5"
"PAN";"Panama";"2011";"51.4";"5"
"PAN";"Panama";"2010";"51.7";"5"
"PAN";"Panama";"2009";"51.9";"5"
"PAN";"Panama";"2008";"53.4";"5"
"PAN";"Panama";"2007";"52.8";"5"
"PAN";"Panama";"2006";"54.7";"5"
"PAN";"Panama";"2005";"53.9";"5"
"PAN";"Panama";"2004";"54.9";"5"
"PAN";"Panama";"2003";"55.8";"5"
"PAN";"Panama";"2002";"56.2";"5"
"PAN";"Panama";"2001";"56.9";"5"
"PAN";"Panama";"2000";"56.8";"5"
"PAN";"Panama";"1999";"56.5";"5"
"PAN";"Panama";"1998";"57.5";"5"
"PAN";"Panama";"1997";"58.2";"5"
"PAN";"Panama";"1995";"57.8";"5"
"PAN";"Panama";"1991";"58.2";"5"
"PAN";"Panama";"1989";"58.9";"5"
"PAN";"Panama";"1979";"48.7";"6"
"PNG";"Papua New Guinea";"2009";"41.9";"1"
"PNG";"Papua New Guinea";"1996";"55.4";"1"
"PRY";"Paraguay";"2016";"47.9";"5"
"PRY";"Paraguay";"2015";"47.6";"5"
"PRY";"Paraguay";"2014";"50.7";"5"
"PRY";"Paraguay";"2013";"47.9";"5"
"PRY";"Paraguay";"2012";"47.6";"5"
"PRY";"Paraguay";"2011";"52.3";"5"
"PRY";"Paraguay";"2010";"51";"5"
"PRY";"Paraguay";"2009";"49.1";"5"
"PRY";"Paraguay";"2008";"50.7";"5"
"PRY";"Paraguay";"2007";"53";"5"
"PRY";"Paraguay";"2006";"53";"5"
"PRY";"Paraguay";"2005";"51.4";"5"
"PRY";"Paraguay";"2004";"52.3";"5"
"PRY";"Paraguay";"2003";"54.9";"5"
"PRY";"Paraguay";"2002";"57.3";"5"
"PRY";"Paraguay";"2001";"54.6";"5"
"PRY";"Paraguay";"1999";"54.6";"5"
"PRY";"Paraguay";"1997";"54.9";"5"
"PRY";"Paraguay";"1995";"58.2";"5"
"PRY";"Paraguay";"1990";"40.8";"5"
"PER";"Peru";"2016";"43.8";"5"
"PER";"Peru";"2015";"43.5";"5"
"PER";"Peru";"2014";"43.4";"5"
"PER";"Peru";"2013";"44.1";"5"
"PER";"Peru";"2012";"44.7";"5"
"PER";"Peru";"2011";"44.9";"5"
"PER";"Peru";"2010";"45.7";"5"
"PER";"Peru";"2009";"47.3";"5"
"PER";"Peru";"2008";"47.8";"5"
"PER";"Peru";"2007";"50.4";"5"
"PER";"Peru";"2006";"50.5";"5"
"PER";"Peru";"2005";"50.8";"5"
"PER";"Peru";"2004";"50.3";"5"
"PER";"Peru";"2003";"53.5";"5"
"PER";"Peru";"2002";"53.8";"5"
"PER";"Peru";"2001";"51.5";"5"
"PER";"Peru";"2000";"49.4";"5"
"PER";"Peru";"1999";"56.3";"5"
"PER";"Peru";"1998";"56.1";"5"
"PER";"Peru";"1997";"53.7";"5"
"PHL";"Philippines";"2015";"40.1";"1"
"PHL";"Philippines";"2012";"42.2";"1"
"PHL";"Philippines";"2009";"41.8";"1"
"PHL";"Philippines";"2006";"42.9";"1"
"PHL";"Philippines";"2003";"41.5";"1"
"PHL";"Philippines";"2000";"42.8";"1"
"PHL";"Philippines";"1997";"46";"1"
"PHL";"Philippines";"1994";"42.9";"2"
"PHL";"Philippines";"1991";"43.8";"2"
"PHL";"Philippines";"1988";"40.7";"1"
"PHL";"Philippines";"1985";"41";"2"
"POL";"Poland";"2015";"31.8";"1"
"POL";"Poland";"2014";"32.1";"1"
"POL";"Poland";"2013";"32.5";"1"
"POL";"Poland";"2012";"32.4";"1"
"POL";"Poland";"2011";"32.8";"1"
"POL";"Poland";"2010";"33.2";"1"
"POL";"Poland";"2009";"33.6";"1"
"POL";"Poland";"2008";"33.7";"1"
"POL";"Poland";"2007";"33.5";"1"
"POL";"Poland";"2006";"33.7";"1"
"POL";"Poland";"2005";"34.5";"1"
"POL";"Poland";"2004";"35.4";"1"
"POL";"Poland";"2003";"34.9";"1"
"POL";"Poland";"2002";"34.1";"1"
"POL";"Poland";"2001";"32.8";"1"
"POL";"Poland";"2000";"33";"1"
"POL";"Poland";"1999";"32.6";"1"
"POL";"Poland";"1998";"32.3";"1"
"POL";"Poland";"1996";"32.7";"2"
"POL";"Poland";"1993";"26.7";"2"
"PRT";"Portugal";"2015";"35.5";"5"
"PRT";"Portugal";"2014";"35.6";"5"
"PRT";"Portugal";"2013";"36.2";"5"
"PRT";"Portugal";"2012";"36";"5"
"PRT";"Portugal";"2011";"36.3";"5"
"PRT";"Portugal";"2010";"35.8";"5"
"PRT";"Portugal";"2009";"34.9";"5"
"PRT";"Portugal";"2008";"36.6";"5"
"PRT";"Portugal";"2007";"36.7";"5"
"PRT";"Portugal";"2006";"38.1";"5"
"PRT";"Portugal";"2005";"38.5";"5"
"PRT";"Portugal";"2004";"38.9";"5"
"PRT";"Portugal";"2003";"38.7";"5"
"ROU";"Romania";"2016";"28.3";"1"
"ROU";"Romania";"2013";"27.5";"1"
"ROU";"Romania";"2012";"27.3";"1"
"ROU";"Romania";"2011";"27.2";"1"
"ROU";"Romania";"2010";"28.2";"1"
"ROU";"Romania";"2009";"28.2";"1"
"ROU";"Romania";"2008";"29.6";"1"
"ROU";"Romania";"2007";"30.2";"1"
"ROU";"Romania";"2006";"30.5";"1"
"ROU";"Romania";"2005";"29.8";"1"
"ROU";"Romania";"2004";"30";"1"
"ROU";"Romania";"2003";"29.9";"1"
"ROU";"Romania";"2002";"30.2";"1"
"ROU";"Romania";"2001";"29.4";"1"
"ROU";"Romania";"2000";"29.3";"1"
"ROU";"Romania";"1999";"29.4";"1"
"ROU";"Romania";"1998";"31.1";"1"
"RUS";"Russia";"2015";"37.7";"1"
"RUS";"Russia";"2014";"39.9";"1"
"RUS";"Russia";"2013";"40.9";"1"
"RUS";"Russia";"2012";"40.7";"1"
"RUS";"Russia";"2011";"39.7";"1"
"RUS";"Russia";"2010";"39.5";"1"
"RUS";"Russia";"2009";"39.8";"1"
"RUS";"Russia";"2008";"41.6";"1"
"RUS";"Russia";"2007";"42.3";"1"
"RUS";"Russia";"2006";"41";"1"
"RUS";"Russia";"2005";"41.3";"1"
"RUS";"Russia";"2004";"40.3";"1"
"RUS";"Russia";"2003";"40";"1"
"RUS";"Russia";"2002";"37.3";"1"
"RUS";"Russia";"2001";"36.9";"1"
"RUS";"Russia";"2000";"37.1";"1"
"RUS";"Russia";"1999";"37.4";"1"
"RUS";"Russia";"1998";"38.1";"1"
"RUS";"Russia";"1997";"38.4";"1"
"RUS";"Russia";"1996";"46.1";"2"
"RUS";"Russia";"1993";"48.4";"2"
"RWA";"Rwanda";"2013";"50.4";"1"
"RWA";"Rwanda";"2010";"51.3";"1"
"RWA";"Rwanda";"2005";"52";"1"
"RWA";"Rwanda";"2000";"48.5";"1"
"RWA";"Rwanda";"1984";"28.9";"2"
"STP";"Ṣo Tom̩ and Principe";"2010";"30.8";"1"
"STP";"Ṣo Tom̩ and Principe";"2000";"32.1";"1"
"WSM";"Samoa";"2008";"42";"1"
"SEN";"Senegal";"2011";"40.3";"1"
"SEN";"Senegal";"2005";"39.2";"1"
"SEN";"Senegal";"2001";"41.2";"1"
"SEN";"Senegal";"1994";"41.4";"2"
"SEN";"Senegal";"1991";"54.1";"2"
"SRB";"Serbia";"2015";"28.5";"1"
"SRB";"Serbia";"2013";"29";"1"
"SRB";"Serbia";"2010";"29";"1"
"SRB";"Serbia";"2009";"28";"1"
"SRB";"Serbia";"2008";"27.6";"1"
"SRB";"Serbia";"2007";"28.7";"1"
"SRB";"Serbia";"2006";"29.7";"1"
"SRB";"Serbia";"2005";"36.5";"1"
"SRB";"Serbia";"2004";"35.5";"1"
"SRB";"Serbia";"2003";"32.8";"1"
"SRB";"Serbia";"2002";"32";"1"
"SYC";"Seychelles";"2013";"46.8";"5"
"SLE";"Sierra Leone";"2011";"34";"1"
"SLE";"Sierra Leone";"2003";"40.2";"1"
"SVK";"Slovak Republic";"2015";"26.5";"5"
"SVK";"Slovak Republic";"2014";"26.1";"5"
"SVK";"Slovak Republic";"2013";"28.1";"5"
"SVK";"Slovak Republic";"2012";"26.1";"5"
"SVK";"Slovak Republic";"2011";"26.5";"5"
"SVK";"Slovak Republic";"2010";"27.3";"5"
"SVK";"Slovak Republic";"2009";"27.2";"5"
"SVK";"Slovak Republic";"2008";"26";"5"
"SVK";"Slovak Republic";"2007";"24.7";"5"
"SVK";"Slovak Republic";"2006";"25.8";"5"
"SVK";"Slovak Republic";"2005";"29.3";"5"
"SVK";"Slovak Republic";"2004";"27.1";"5"
"SVK";"Slovak Republic";"1996";"25.8";"6"
"SVN";"Slovenia";"2015";"25.4";"5"
"SVN";"Slovenia";"2014";"25.7";"5"
"SVN";"Slovenia";"2013";"26.2";"5"
"SVN";"Slovenia";"2012";"25.6";"5"
"SVN";"Slovenia";"2011";"24.9";"5"
"SVN";"Slovenia";"2010";"24.9";"5"
"SVN";"Slovenia";"2009";"24.8";"5"
"SVN";"Slovenia";"2008";"23.7";"5"
"SVN";"Slovenia";"2007";"24.4";"5"
"SVN";"Slovenia";"2006";"24.4";"5"
"SVN";"Slovenia";"2005";"24.6";"5"
"SVN";"Slovenia";"2004";"24.8";"5"
"SVN";"Slovenia";"1993";"29.2";"6"
"SLB";"Solomon Islands";"2013";"37.1";"1"
"SLB";"Solomon Islands";"2005";"46.1";"1"
"ZAF";"South Africa";"2014";"63";"1"
"ZAF";"South Africa";"2010";"63.4";"1"
